name,artist,colourid,colour,collectornum,expansion,hexval
Rakdos Firewheeler,Slawomir Maniak,"['B', 'R']","['B', 'R']",197,RNA,"#F2D272
#F29544
#F27B35
#BF190A
#730202"
Rakdos Roustabout,Lucas Graciano,"['B', 'R']","['B', 'R']",198,RNA,"#1C1C26
#F2B544
#F2B263
#73482F
#D9501E"
"Rakdos, the Showstopper",Viktor Titov,"['B', 'R']","['B', 'R']",199,RNA,"#F2D680
#F28B50
#F24F13
#730202
#400101"
Ravager Wurm,Svetlin Velinov,"['G', 'R']","['G', 'R']",200,RNA,"#4F5059
#304F8C
#405173
#25261C
#593622"
Rhythm of the Wild,Tomasz Jedruszek,"['G', 'R']","['G', 'R']",201,RNA,"#BED984
#9FA668
#878C61
#F2AC57
#A65424"
Rubblebelt Runner,Deruchenko Alexander,"['G', 'R']","['G', 'R']",202,RNA,"#222559
#F2DEA0
#F2A679
#A66249
#591A15"
Savage Smash,Zoltan Boros,"['G', 'R']","['G', 'R']",203,RNA,"#6D6C8C
#9C9BBF
#1E2040
#B8BAD9
#73200E"
Senate Guildmage,G-host Lee,"['U', 'W']","['U', 'W']",204,RNA,"#262DA6
#292D73
#7787A6
#B3CFF2
#A68160"
Seraph of the Scales,Magali Villeneuve,"['B', 'W']","['B', 'W']",205,RNA,"#00010D
#F2CA7E
#D9985F
#A66844
#73260A"
Sharktocrab,Jehan Choo,"['G', 'U']","['G', 'U']",206,RNA,"#A6687F
#1C1C26
#54592C
#A69853
#BF2A2A"
Simic Ascendancy,Izzy,"['G', 'U']","['G', 'U']",207,RNA,"#1763A6
#328BD9
#63BBF2
#308C61
#6FBF7B"
Sphinx of New Prahv,Sara Winters,"['U', 'W']","['U', 'W']",208,RNA,"#1E1D26
#7D828C
#022859
#164040
#F2E0DC"
Sphinx's Insight,Scott Murphy,"['U', 'W']","['U', 'W']",209,RNA,"#081459
#0B2B8C
#F2E18D
#BFB373
#D9998B"
Sunder Shaman,Jason Rainville,"['G', 'R']","['G', 'R']",210,RNA,"#8C0410
#BFAF60
#BF6836
#F25749
#F22727"
Syndicate Guildmage,Josh Hass,"['B', 'W']","['B', 'W']",211,RNA,"#1C1C26
#8381A6
#3B3C59
#D9A566
#8C6D51"
Teysa Karlov,Magali Villeneuve,"['B', 'W']","['B', 'W']",212,RNA,"#1C1C26
#F2B279
#BF6C3B
#592B1B
#A65437"
Theater of Horrors,Daarken,"['B', 'R']","['B', 'R']",213,RNA,"#BF3B79
#F2EEAE
#F2884B
#F22613
#730202"
"Zegana, Utopian Speaker",Slawomir Maniak,"['G', 'U']","['G', 'U']",214,RNA,"#143D73
#164773
#0A4359
#379BA6
#77D9D9"
Zhur-Taa Goblin,Wayne Reynolds,"['G', 'R']","['G', 'R']",215,RNA,"#F2EDD0
#D99A4E
#A68A68
#D95829
#BF1F1F"
Footlight Fiend,Deruchenko Alexander,"['B', 'R']","['B', 'R']",216,RNA,"#59050C
#F2BC57
#F28F38
#F2561D
#A60505"
Rubble Slinger,Livia Prima,"['G', 'R']","['G', 'R']",217,RNA,"#BDBFAA
#8C7561
#A64E2E
#734A3C
#592222"
Scuttlegator,Jehan Choo,"['G', 'U']","['G', 'U']",218,RNA,"#22736B
#3D4034
#888C64
#A64914
#59210C"
Senate Griffin,Lucas Graciano,"['U', 'W']","['U', 'W']",219,RNA,"#1E1D26
#8498BF
#F2E6D8
#F2B279
#BF9075"
Vizkopa Vampire,Winona Nelson,"['B', 'W']","['B', 'W']",220,RNA,"#1F1E26
#353440
#7A778C
#F2CAA7
#D9A796"
Azorius Locket,Craig J Spearing,"['U', 'W']",[],231,RNA,"#413F73
#383659
#3E428C
#5666BF
#8C5D42"
Gate Colossus,Izzy,[],[],232,RNA,"#1C1C26
#9FB3BF
#F2F0D8
#A66844
#733620"
Glass of the Guildpact,Dimitar Marinski,[],[],233,RNA,"#F2DC6D
#F2B749
#F29B30
#8C4D16
#591902"
Gruul Locket,Kev Walker,"['G', 'R']",[],234,RNA,"#A65C32
#BFA095
#A64029
#F21313
#590F0F"
Junktroller,Chris Seaman,[],[],235,RNA,"#B0B0BF
#85C8F2
#734939
#A6877C
#40211E"
Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,"#1E1D26
#D9BC66
#D9AC59
#BF863F
#8C5E35"
Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,"#730A13
#591D22
#592E46
#6D5E8C
#F2522E"
Scrabbling Claws,James Paick,[],[],238,RNA,"#F2798F
#030826
#0D2F73
#1C58A6
#367FBF"
Screaming Shield,Titus Lunter,[],[],239,RNA,"#591E23
#A65B7E
#B4B4BF
#F2EBC9
#40352C"
Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,"#30478C
#6A8FD9
#3E688C
#BDE3F2
#3F7373"
Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,"#323C59
#7686A6
#BFAA69
#BFA07A
#BFAB9F"
Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,"#00010D
#BFAF60
#BF8A49
#8C501C
#BFAE9F"
Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,"#446EA6
#59452C
#F2C894
#A6937C
#D9D0C5"
Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,"#1747A6
#1C4D8C
#8C683B
#F2D3AC
#593515"
Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,"#F2D680
#F27B50
#A61A0D
#59130C
#A6382E"
Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,"#127CA6
#0E6073
#1FAFBF
#1CA698
#32A670"
Gateway Plaza,Jedd Chevrier,[],[],247,RNA,"#727A8C
#BACBD9
#F2BA52
#F29441
#A65F46"
Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,"#F2B279
#A65F37
#593A28
#F2BEA0
#8C3C1F"
Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,"#1C1C26
#2E3559
#68718C
#F2E394
#8C3A1C"
Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,"#4F5059
#F2EB8D
#F2A663
#8C310F
#A61414"
Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,"#186BD9
#2168A6
#2F5373
#72B6F2
#F2BBB6"
Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,"#1E1D26
#D9BC66
#594725
#BFA87E
#F2CDAC"
Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,"#1C1C26
#838C3E
#252618
#736140
#BFB2A3"
Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,"#F28095
#3C5E73
#6F91A6
#BFAE99
#D96F32"
Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,"#F2B366
#F28749
#F24C27
#8C1A0F
#400D0D"
Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,"#F2D06B
#F27C38
#F2421B
#8C0E03
#59110B"
Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,"#363540
#1E2D59
#F2EFBD
#F2CDA0
#BF7160"
Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,"#9699D9
#1F2C73
#1D4B73
#50A0BF
#62C3D9"
Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,"#A4B5BF
#3D4028
#D92A1A
#731B14
#A61B1B"
"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,"#44428C
#7587BF
#AECCF2
#D9C1B4
#F28177"
"Ugin, the Ineffable",Daarken,[],[],2,WAR,"#4D508C
#8890BF
#6683D9
#53A69D
#325955"
Ugin's Conjurant,Ryan Yee,[],[],3,WAR,"#1E2D59
#23468C
#466FA6
#58748C
#A2DCF2"
Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,"#5B7AD9
#80B2F2
#8DC3F2
#D9BE6C
#D99D55"
Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,"#A62631
#401317
#8F8FA6
#555673
#D99484"
Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,"#212126
#657BA6
#8F9FBF
#D9CAB0
#D98D62"
Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,"#4B4FA6
#6C6E8C
#808CA6
#A6633C
#BF7B75"
Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,"#594552
#F2D6BD
#F2B29B
#D98977
#A6382E"
Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,"#312E8C
#222059
#9AC1D9
#BF814B
#D94436"
Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,"#A3A4BF
#728EA6
#6D7345
#A3A65B
#D93E30"
Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,"#1C2559
#809BBF
#A6976A
#A64521
#592418"
Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,"#73A9D9
#4F735F
#99BFAA
#497350
#A65132"
Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,"#6F7351
#3E4031
#F29F80
#A6382E
#F27D72"
Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,"#7578BF
#3345A6
#323859
#A68477
#A65644"
God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,"#4B21A6
#766BBF
#545ABF
#9A9DD9
#6A8AA6"
Grateful Apparition,Izzy,['W'],['W'],17,WAR,"#0A0A0D
#6A73A6
#9CB0D9
#B4C4D9
#A64732"
Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,"#BF7E84
#F2C777
#F2AA6B
#D9663D
#8C3D2B"
Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,"#57568C
#94C6F2
#D9BFA0
#A6431F
#733426"
Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,"#383673
#D6D989
#F2EFC2
#8C7549
#592222"
Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,"#B2BFA4
#ECF2BD
#585936
#8C783B
#D9BC66"
Makeshift Battalion,Zoltan Boros,['W'],['W'],22,WAR,"#9FA0BF
#4F5E8C
#BFA145
#A6874E
#8C3420"
Martyr for the Cause,Zoltan Boros,['W'],['W'],23,WAR,"#7678A6
#2C3359
#DCEAF2
#A7BF8F
#8C582A"
Parhelion II,Adam Paquette,['W'],['W'],24,WAR,"#383840
#2C3759
#F2C879
#BF814B
#8C4A23"
Pouncing Lynx,Sidharth Chaturvedi,['W'],['W'],25,WAR,"#80A6F2
#85B4F2
#D9BC66
#D9A689
#733620"
Prison Realm,Daarken,['W'],['W'],26,WAR,"#A62E5A
#433FBF
#201E59
#5854BF
#8491D9"
Rally of Wings,Magali Villeneuve,['W'],['W'],27,WAR,"#566D8C
#89B3D9
#F2DFBB
#BF5239
#BF4E4E"
Ravnica at War,Adam Paquette,['W'],['W'],28,WAR,"#1F1E26
#7472A6
#94C6F2
#BBD8F2
#8C4842"
Rising Populace,Tomasz Jedruszek,['W'],['W'],29,WAR,"#8C2A58
#1F1E26
#9C9BBF
#F2E2CE
#D9B8B8"
Single Combat,Livia Prima,['W'],['W'],30,WAR,"#373740
#A4ABBF
#F2BC8D
#A69586
#F27D52"
Sunblade Angel,Johannes Voss,['W'],['W'],31,WAR,"#7C8EA6
#8C7D61
#A63117
#D95032
#591812"
"Teyo, the Shieldmage",Magali Villeneuve,['W'],['W'],32,WAR,"#0A0A0D
#D9D3B8
#8C7D61
#BFAC95
#733D29"
Teyo's Lightshield,Igor Kieryluk,['W'],['W'],33,WAR,"#83818C
#B5B4BF
#4A4E8C
#54678C
#736F39"
"Tomik, Distinguished Advokist",Johannes Voss,['W'],['W'],34,WAR,"#948EBF
#B5B0D9
#9195D9
#A67458
#F2916D"
Topple the Statue,Sidharth Chaturvedi,['W'],['W'],35,WAR,"#8F94A6
#F2EB8D
#F2EDA7
#D9C896
#595142"
Trusted Pegasus,Chris Rahn,['W'],['W'],36,WAR,"#40262B
#6D658C
#F2B199
#F29188
#732626"
The Wanderer,Wesley Burt,['W'],['W'],37,WAR,"#212126
#58608C
#395956
#BFAC9B
#592525"
Wanderer's Strike,Sara Winters,['W'],['W'],38,WAR,"#81808C
#EAE9F2
#6573BF
#5D6FA6
#592D23"
War Screecher,Dan Scott,['W'],['W'],39,WAR,"#58838C
#F2A766
#BF754B
#D9C6BA
#733D29"
Ashiok's Skulker,Livia Prima,['U'],['U'],40,WAR,"#2E3559
#536FA6
#7999D9
#465973
#88A5BF"
Augur of Bolas,Alex Konstad,['U'],['U'],41,WAR,"#784673
#4966BF
#85B4F2
#2A4359
#94C6F2"
Aven Eternal,Johan Grenier,['U'],['U'],42,WAR,"#24208C
#1F1D59
#1A1940
#9AAFD9
#F2D5BB"
Bond of Insight,Joe Slucher,['U'],['U'],43,WAR,"#1F438C
#4E8AD9
#99C8F2
#1D5273
#81A6A6"
Callous Dismissal,Mathias Kollros,['U'],['U'],44,WAR,"#292759
#373B8C
#4E64A6
#94CEF2
#D99066"
Commence the Endgame,Noah Bradley,['U'],['U'],45,WAR,"#1F1E26
#D9B26A
#F28627
#BF571B
#732F17"
Contentious Plan,Eric Deschamps,['U'],['U'],46,WAR,"#3F4EA6
#2C3359
#566AA6
#9CABD9
#8C5C51"
Crush Dissent,Mike Bierek,['U'],['U'],47,WAR,"#2450A6
#2A7ABF
#5EBAF2
#BF8A6B
#8C4A32"
Erratic Visionary,Randy Vargas,['U'],['U'],48,WAR,"#968FBF
#8681A6
#514F8C
#383659
#F2BF80"
Eternal Skylord,Johan Grenier,['U'],['U'],49,WAR,"#172E73
#7798D9
#9CB0D9
#61748C
#8C5626"
"Fblthp, the Lost",Jesper Ejsing,['U'],['U'],50,WAR,"#BF8FA6
#F2B885
#BF9D7E
#D98B79
#8C5858"
Finale of Revelation,Johann Bodin,['U'],['U'],51,WAR,"#8656A6
#C6B8D9
#353440
#585B8C
#AEDFF2"
Flux Channeler,Heonhwa Choe,['U'],['U'],52,WAR,"#162059
#1E6FD9
#38ABF2
#63CAF2
#867FCB"
God-Eternal Kefnet,Lius Lasahido,['U'],['U'],53,WAR,"#373740
#5D75A6
#79A3D9
#8FADBF
#A68241"
"Jace, Wielder of Mysteries",Anna Steinbauer,['U'],['U'],54,WAR,"#3457BF
#6289D9
#829FD9
#4F6F8C
#ACD7F2"
Jace's Triumph,Kieran Yanner,['U'],['U'],55,WAR,"#253259
#32508C
#4971A6
#73B2D9
#733E32"
"Kasmina, Enigmatic Mentor",Magali Villeneuve,['U'],['U'],56,WAR,"#222140
#2C5DBF
#4BB2F2
#85C8F2
#F2D5CE"
Kasmina's Transmutation,Uriah Voth,['U'],['U'],57,WAR,"#656B8C
#16348C
#1F3473
#162040
#99D9F2"
Kiora's Dambreaker,Mathias Kollros,['U'],['U'],58,WAR,"#292D73
#BBCDF2
#79ACD9
#395959
#848C42"
Lazotep Plating,Yeong-Hao Han,['U'],['U'],59,WAR,"#233559
#556573
#F2EFBB
#BF7E45
#F2AE72"
Naga Eternal,Johann Bodin,['U'],['U'],60,WAR,"#BF8AA3
#2C2A59
#32408C
#F2C3A7
#D9A7A7"
"Narset, Parter of Veils",Magali Villeneuve,['U'],['U'],61,WAR,"#4F588C
#6683D9
#7C87A6
#89A3D9
#A6845B"
Narset's Reversal,Viktor Titov,['U'],['U'],62,WAR,"#252859
#30478C
#3966BF
#ACD7F2
#52B3D9"
No Escape,G-host Lee,['U'],['U'],63,WAR,"#1C2B59
#F2E5A0
#F2B279
#F28066
#F27777"
Relentless Advance,Stanton Feng,['U'],['U'],64,WAR,"#3B4FBF
#3B568C
#2A3A59
#CEDEF2
#5E92BF"
Rescuer Sphinx,Jesper Ejsing,['U'],['U'],65,WAR,"#9AA3D9
#999FBF
#8C6B42
#D9C0A3
#8C4637"
Silent Submersible,Daniel Ljunggren,['U'],['U'],66,WAR,"#3C74A6
#2C96BF
#1E4959
#6CC5D9
#ECF2BD"
Sky Theater Strix,Chris Seaman,['U'],['U'],67,WAR,"#734362
#66B8D9
#F28D35
#F2541B
#A6442E"
Spark Double,Eric Deschamps,['U'],['U'],68,WAR,"#212026
#5E7EBF
#79AEF2
#4F6F8C
#BFAC9B"
Spellkeeper Weird,James Paick,['U'],['U'],69,WAR,"#1B1A40
#2135A6
#63B0F2
#F2BF5E
#F28D35"
Stealth Mission,Heonhwa Choe,['U'],['U'],70,WAR,"#0A0A0D
#445CA6
#344059
#72CEF2
#F2B9AC"
Tamiyo's Epiphany,Lake Hurwitz,['U'],['U'],71,WAR,"#635FD9
#7988D9
#8B9ED9
#BBC8F2
#D5DCF2"
Teferi's Time Twist,Ralph Horsley,['U'],['U'],72,WAR,"#57AAF2
#63BBF2
#659FA6
#F28B50
#F27244"
Thunder Drake,Yeong-Hao Han,['U'],['U'],73,WAR,"#344973
#77ACF2
#72B6F2
#9BD1F2
#8C704F"
Totally Lost,Aaron Miller,['U'],['U'],74,WAR,"#636DA6
#8493BF
#4D818C
#A67E33
#A67A44"
Wall of Runes,Zezhou Chen,['U'],['U'],75,WAR,"#3726A6
#395BBF
#D9BD6A
#D9A25F
#A65C32"
Aid the Fallen,Sara Winters,['B'],['B'],76,WAR,"#A57EBF
#8D5ABF
#6232A6
#503F8C
#212026"
Banehound,YW Tang,['B'],['B'],77,WAR,"#212026
#2B278C
#242259
#4557BF
#668CD9"
Bleeding Edge,Mike Bierek,['B'],['B'],78,WAR,"#27418C
#48A1D9
#735D36
#BF9E60
#F2DCB3"
Bolas's Citadel,Jonas De Ro,['B'],['B'],79,WAR,"#3F52BF
#23468C
#5E7EBF
#1F5373
#D2D9A0"
Bond of Revival,Lake Hurwitz,['B'],['B'],80,WAR,"#8C1B2F
#F25C84
#5983D9
#4B7BA6
#F28D35"
Charity Extractor,Matt Stewart,['B'],['B'],81,WAR,"#646A8C
#8499D9
#ACC3F2
#6E734C
#A3A658"
Command the Dreadhorde,Daarken,['B'],['B'],82,WAR,"#5A278C
#9A75BF
#C1A9D9
#373740
#88BABF"
"Davriel, Rogue Shadowmage",Daarken,['B'],['B'],83,WAR,"#847ABF
#A8A0D9
#0A0A0D
#686673
#6D6F8C"
Davriel's Shadowfugue,Daarken,['B'],['B'],84,WAR,"#D9B0CE
#8878BF
#0A0A0D
#D97B59
#733B2F"
Deliver Unto Evil,Seb McKinnon,['B'],['B'],85,WAR,"#1F1E26
#5A56BF
#8286D9
#F27329
#F23E16"
Dreadhorde Invasion,Stanton Feng,['B'],['B'],86,WAR,"#3B3740
#6E6D8C
#30348C
#2D3073
#BF8C60"
Dreadmalkin,Aaron Miller,['B'],['B'],87,WAR,"#373CA6
#3854A6
#516073
#F2DD72
#F2E49B"
Duskmantle Operative,Anna Steinbauer,['B'],['B'],88,WAR,"#353459
#373740
#7686A6
#737063
#BF877A"
The Elderspell,Daarken,['B'],['B'],89,WAR,"#9556BF
#976FBF
#4B32A6
#2E4959
#AABF95"
Eternal Taskmaster,Tomasz Jedruszek,['B'],['B'],90,WAR,"#201F26
#A9B9D9
#6698D9
#BFCDD9
#806440"
Finale of Eternity,Daarken,['B'],['B'],91,WAR,"#732432
#D9599F
#67308C
#562C73
#8C7C4D"
God-Eternal Bontu,Lius Lasahido,['B'],['B'],92,WAR,"#8688A6
#465EA6
#D9C5A0
#8C5B30
#593018"
Herald of the Dreadhorde,Heonhwa Choe,['B'],['B'],93,WAR,"#F28599
#403873
#1F1E26
#9AAFD9
#F2C791"
Kaya's Ghostform,Johan Grenier,['B'],['B'],94,WAR,"#7749A6
#815DA6
#5B26A6
#22594F
#3F8C76"
Lazotep Behemoth,Zezhou Chen,['B'],['B'],95,WAR,"#2A26A6
#4154BF
#7786D9
#ADB4D9
#BFA288"
Lazotep Reaver,Craig J Spearing,['B'],['B'],96,WAR,"#282740
#C6C5D9
#465E8C
#84A0D9
#A68568"
Liliana's Triumph,Kieran Yanner,['B'],['B'],98,WAR,"#5849BF
#5653A6
#6C87D9
#A0B4F2
#733F2C"
Massacre Girl,Chris Rallis,['B'],['B'],99,WAR,"#353440
#423FA6
#A4A697
#D92A1A
#731717"
"Ob Nixilis, the Hate-Twisted",Yongjae Choi,['B'],['B'],100,WAR,"#2A2740
#A6A3BF
#918FBF
#592925
#8C3A3A"
Ob Nixilis's Cruelty,Igor Kieryluk,['B'],['B'],101,WAR,"#F2D16D
#F28B50
#F2220F
#BF2011
#732020"
Price of Betrayal,Ryan Yee,['B'],['B'],102,WAR,"#D966A5
#382F73
#73B2D9
#6FA8BF
#A64C44"
Shriekdiver,Piotr Dura,['B'],['B'],103,WAR,"#F0F0F2
#231F8C
#1E1C59
#1C1B40
#B4C4D9"
Sorin's Thirst,Daarken,['B'],['B'],104,WAR,"#D9414E
#7A6FBF
#586173
#5D8C87
#E7623F"
Spark Harvest,Kieran Yanner,['B'],['B'],105,WAR,"#4637A6
#5241BF
#332973
#2C2559
#292540"
Spark Reaper,Zoltan Boros,['B'],['B'],106,WAR,"#363473
#302E59
#BFBC8F
#BFB999
#73532D"
Tithebearer Giant,Wisnu Tan,['B'],['B'],107,WAR,"#575673
#96B3D9
#D9B752
#59381C
#A68776"
Toll of the Invasion,Joe Slucher,['B'],['B'],108,WAR,"#1F1E26
#203B8C
#274073
#4586BF
#72C1F2"
Unlikely Aid,Viktor Titov,['B'],['B'],109,WAR,"#7EA5D9
#95BFBB
#F2B680
#A65C32
#59281D"
Vampire Opportunist,Jason Rainville,['B'],['B'],110,WAR,"#212126
#262473
#4441A6
#323159
#62ABD9"
Vizier of the Scorpion,Zack Stella,['B'],['B'],111,WAR,"#1D2C59
#2953A6
#8A9CBF
#A6CD3C
#D9B589"
Vraska's Finisher,Igor Kieryluk,['B'],['B'],112,WAR,"#201F26
#6E7346
#252617
#A2A686
#A3A65D"
Ahn-Crop Invader,Tomasz Jedruszek,['R'],['R'],113,WAR,"#434573
#8EA3BF
#D0E2F2
#8C6D51
#59341E"
Blindblast,Sidharth Chaturvedi,['R'],['R'],114,WAR,"#F294A5
#8C3048
#F22613
#A60F0F
#F26363"
Bolt Bend,Svetlin Velinov,['R'],['R'],115,WAR,"#151F59
#1B52BF
#1B62BF
#41AEF2
#4BC3F2"
Bond of Passion,Izzy,['R'],['R'],116,WAR,"#A2D4F2
#F2D06B
#F29544
#F25922
#A62014"
Burning Prophet,Mathias Kollros,['R'],['R'],117,WAR,"#8DAEF2
#F2EC94
#F2BC79
#F26D3D
#732F29"
Chainwhip Cyclops,Johann Bodin,['R'],['R'],118,WAR,"#AEC5F2
#88A0BF
#BF8450
#A65C32
#592F20"
"Chandra, Fire Artisan",Yongjae Choi,['R'],['R'],119,WAR,"#9B95BF
#333259
#6663A6
#F2BC8D
#F22816"
Chandra's Pyrohelix,Aleksi Briclot,['R'],['R'],120,WAR,"#3B668C
#F2CA80
#F2B077
#F29057
#F26430"
Chandra's Triumph,Kieran Yanner,['R'],['R'],121,WAR,"#F2A25C
#F28241
#F25922
#D93D1A
#A6341B"
Cyclops Electromancer,Jason Felix,['R'],['R'],122,WAR,"#5D5548
#464D98
#BB967A
#6A6B97
#A9B9D9"
Demolish,Adam Paquette,['R'],['R'],123,WAR,"#7587BF
#F2E18D
#F2C879
#F2A766
#A65437"
Devouring Hellion,Bayard Wu,['R'],['R'],124,WAR,"#212126
#A0B3D9
#F2DC9B
#A6976A
#731810"
Dreadhorde Arcanist,G-host Lee,['R'],['R'],125,WAR,"#8575BF
#504F59
#A9B9D9
#736140
#A6977B"
Dreadhorde Twins,Johannes Voss,['R'],['R'],126,WAR,"#3F598C
#2573D9
#8AA6BF
#8C6B4F
#F28972"
Finale of Promise,Jaime Jones,['R'],['R'],127,WAR,"#0A0A0D
#BDB8D9
#575945
#3E4031
#F1F2D0"
Goblin Assailant,Jesper Ejsing,['R'],['R'],128,WAR,"#687A7C
#F2D194
#D9B68B
#734E39
#D95829"
Goblin Assault Team,Zoltan Boros,['R'],['R'],129,WAR,"#A4B3BF
#8C703B
#D9BA82
#BF4B21
#732C1D"
Grim Initiate,Jason Felix,['R'],['R'],130,WAR,"#1F1BA6
#201C8C
#1D2173
#77ACF2
#91C5F2"
Heartfire,Craig J Spearing,['R'],['R'],131,WAR,"#95A0BF
#F2A766
#F27F3D
#F2622E
#733224"
Honor the God-Pharaoh,David Palumbo,['R'],['R'],132,WAR,"#D984AC
#3E3673
#7168A6
#1D2240
#8BA5D9"
"Ilharg, the Raze-Boar",Filip Burburan,['R'],['R'],133,WAR,"#BBD8F2
#CAD959
#9BA64B
#D9985F
#593122"
Invading Manticore,Jehan Choo,['R'],['R'],134,WAR,"#364ABF
#5576D9
#C4D8F2
#F2913D
#591212"
"Jaya, Venerated Firemage",Yongjae Choi,['R'],['R'],135,WAR,"#F2D888
#F2B56B
#BF7B3F
#734429
#161419"
Jaya's Greeting,Victor Adame Minguez,['R'],['R'],136,WAR,"#262473
#547C8C
#F2C46D
#F2994B
#D95436"
"Krenko, Tin Street Kingpin",Mark Behm,['R'],['R'],137,WAR,"#696673
#B0B0BF
#A4A676
#595336
#59291E"
Mizzium Tank,Wayne Reynolds,['R'],['R'],138,WAR,"#D9667B
#5E6D8C
#A7C0F2
#BFA760
#D99484"
Nahiri's Stoneblades,Micah Epstein,['R'],['R'],139,WAR,"#8C7989
#1F1E26
#F2B199
#F2785C
#F24C3D"
"Neheb, Dreadhorde Champion",Igor Kieryluk,['R'],['R'],140,WAR,"#5956A6
#A7AED9
#F2EA79
#BF5D39
#732B1A"
Raging Kronch,Steve Prescott,['R'],['R'],141,WAR,"#261D26
#57568C
#7678A6
#B6DBF2
#8C6961"
Samut's Sprint,Aleksi Briclot,['R'],['R'],142,WAR,"#403873
#8C6B4F
#BFA58E
#593520
#D9C6BF"
Sarkhan the Masterless,Kieran Yanner,['R'],['R'],143,WAR,"#591C27
#6976BF
#758EBF
#F2AA6B
#A61F1F"
Sarkhan's Catharsis,Zack Stella,['R'],['R'],144,WAR,"#F2D479
#F2AF5C
#F28444
#D94929
#732C1D"
Spellgorger Weird,James Paick,['R'],['R'],145,WAR,"#ACBEF2
#F2EB80
#F2C36B
#F28241
#F22F1D"
"Tibalt, Rakish Instigator",Chase Stone,['R'],['R'],146,WAR,"#F2A649
#D96E30
#8C391B
#F2441D
#401410"
Tibalt's Rager,Yongjae Choi,['R'],['R'],147,WAR,"#1F1E26
#F2CA80
#A67A44
#BF6F41
#F27B50"
Turret Ogre,Johann Bodin,['R'],['R'],148,WAR,"#8488D9
#20308C
#162059
#5C6373
#72B6F2"
Arboreal Grazer,Jason Rainville,['G'],['G'],149,WAR,"#A7BDD9
#D9B54A
#BFA249
#735929
#592115"
"Arlinn, Voice of the Pack",Ryan Pancoast,['G'],['G'],150,WAR,"#8F78BF
#372A8C
#493F8C
#1B1A40
#401D1D"
Arlinn's Wolf,Kimonas Theodossiou,['G'],['G'],151,WAR,"#A594A6
#212126
#8C6B4F
#F29863
#F28963"
Awakening of Vitu-Ghazi,Jaime Jones,['G'],['G'],152,WAR,"#212026
#A4A8BF
#7E9ABF
#D9B26A
#A67D65"
Band Together,Josh Hass,['G'],['G'],153,WAR,"#4D5D8C
#BFAF60
#F2A88D
#A64037
#592925"
Bloom Hulk,Even Amundsen,['G'],['G'],154,WAR,"#1F1E26
#8DAEF2
#94BDF2
#68828C
#46A65E"
Bond of Flourishing,Tyler Walpole,['G'],['G'],155,WAR,"#6595BF
#588C65
#90BF6F
#E5F27E
#F2EFBD"
Centaur Nurturer,Even Amundsen,['G'],['G'],156,WAR,"#1D2659
#2458BF
#3079D9
#275D8C
#B4D9C4"
Challenger Troll,Svetlin Velinov,['G'],['G'],157,WAR,"#212126
#8C8954
#8C7558
#BFA584
#73412F"
